Company,Route,Origin,Destination,Service Type
Citybus,948E,"青衣站","太古 (康怡廣場)",Regular
KMB,948P,"青衣(長安邨)","銅鑼灣(天后)",Regular
Citybus,948P,"長安邨","天后站",Regular
KMB,948X,"青衣(長宏邨)","銅鑼灣(天后)",Regular
Citybus,948X,"長宏邨","天后站",Regular
Citybus,950,"屯門 (菁田及和田)","會展站",Regular
Citybus,952,"屯門 (置樂花園)","銅鑼灣 (摩頓台)／金鐘 (西)",Regular
Citybus,952C,"掃管笏","太古 (康怡廣場)",Regular
Citybus,952P,"屯門 (置樂花園)","銅鑼灣 (摩頓台)",Regular
Citybus,955,"屯門 (菁田及和田)","西灣河",Regular
KMB,960,"屯門(建生邨)","會展站",Regular
KMB,960,"會展站","屯門(建生邨)",Regular
KMB,960A,"中環","洪水橋(洪福邨)",Regular
KMB,960B,"鰂魚涌(英皇道)","屯門(建生邨)",Regular
KMB,960B,"屯門(建生邨)","鰂魚涌(英皇道)",Regular
KMB,960C,"屯門(富泰邨)","銅鑼灣(維園)",Regular
KMB,960C,"銅鑼灣","富泰邨",Regular
KMB,960P,"洪水橋(洪元路)","銅鑼灣(維園)",Regular
KMB,960P,"銅鑼灣","洪水橋",Regular
KMB,960S,"屯門(富泰邨)","銅鑼灣(維園)",Regular
KMB,960S,"銅鑼灣","屯門(富泰邨)",Regular
KMB,960X,"洪水橋(洪元路)","鰂魚涌(英皇道)",Regular
KMB,960X,"鰂魚涌(英皇道)","洪水橋",Regular
KMB,961,"屯門(山景邨)","灣仔(會展)",Regular
KMB,961,"屯門(山景邨)","灣仔(會展)",Special Service
KMB,961,"灣仔(會展)","屯門(山景邨)",Regular
KMB,961,"灣仔(會展)","屯門(山景邨)",Special Service
KMB,961P,"屯門(良景邨)","銅鑼灣(維園)",Regular
KMB,961S,"屯門(良景邨)","銅鑼灣(維園)",Regular
KMB,961S,"屯門(良景邨)","銅鑼灣(維園)",Special Service
Citybus,962,"屯門 (龍門居)","銅鑼灣 (摩頓台)",Regular
Citybus,962A,"屯門 (悅湖山莊)","金鐘",Regular
Citybus,962C,"屯門 (龍門居)","太古 (康怡廣場)",Regular
Citybus,962G,"銅鑼灣 (摩頓台)","屯門 (悅湖山莊)",Regular
Citybus,962P,"屯門 (龍門居)","銅鑼灣 (摩頓台)",Regular
Citybus,962X,"屯門 (龍門居)","銅鑼灣 (摩頓台)",Regular
Citybus,967,"天水圍 (天恩邨)","金鐘 (西)",Regular
Citybus,967X,"天水圍 (天恩邨)","銅鑼灣 (經天水圍北)",Regular
KMB,968,"元朗(西)","銅鑼灣(天后)",Regular
KMB,968,"元朗公園","銅鑼灣(天后)",Special Service
KMB,968,"銅鑼灣(天后)","元朗(西)",Regular
KMB,968,"菲林明道","元朗(西)",Special Service
KMB,968A,"元朗(西)","銅鑼灣(天后)",Regular
KMB,968X,"元朗(德業街)","鰂魚涌(英皇道)",Regular
KMB,968X,"鰂魚涌(英皇道)","元朗(德業街)",Regular
Citybus,969,"天水圍市中心","銅鑼灣 (摩頓台)",Regular
Citybus,969A,"天水圍 (北)","灣仔",Regular
Citybus,969B,"天水圍市中心","灣仔",Regular
Citybus,969C,"天水圍 (天瑞邨)","太古 (康怡廣場)",Regular
Citybus,969N,"天水圍市中心","銅鑼灣 (摩頓台)",Regular
Citybus,969P,"天水圍市中心","銅鑼灣 (摩頓台)",Regular
Citybus,969X,"天水圍市中心","銅鑼灣 (經天水圍南)",Regular
Citybus,970,"數碼港","蘇屋邨",Regular
Citybus,970X,"香港仔","長沙灣 (甘泉街)",Regular
Citybus,971,"香港仔 (石排灣)","海麗邨",Regular
Citybus,971R,"數碼港 (經域多利道)","旺角",Regular
Citybus,973,"尖沙咀 (麼地道)","赤柱市場",Regular
Citybus,976,"落馬洲 (新田)","西灣河",Regular
Citybus,976A,"落馬洲 (新田)","小西灣 (藍灣半島)",Regular
KMB,978,"粉嶺(華明)","會展站",Regular
KMB,978,"會展站","粉嶺(華明)",Regular
KMB,978A,"粉嶺(聯和墟)","會展站",Regular
KMB,978A,"會展站","粉嶺(聯和墟)",Regular
KMB,978B,"粉嶺置福圍","會展站",Regular
Citybus,979,"粉嶺皇后山","中環 (香港站)",Regular
KMB,980A,"碩門邨","灣仔(菲林明道)",Regular
Citybus,980A,"碩門邨","灣仔",Regular
KMB,980X,"烏溪沙站","灣仔(菲林明道)",Regular
KMB,980X,"金鐘站(東)","烏溪沙站",Regular
Citybus,980X,"馬鞍山 (烏溪沙站)","灣仔",Regular
KMB,981P,"耀安","灣仔(菲林明道)",Regular
KMB,981P,"金鐘站(東)","耀安",Regular
Citybus,981P,"馬鞍山 (耀安邨)","灣仔",Regular
Citybus,982C,"碩門邨","西灣河",Regular
KMB,982X,"愉翠苑","灣仔(菲林明道)",Regular
KMB,982X,"水泉澳","灣仔(菲林明道)",Special Service
KMB,982X,"金鐘站(東)","愉翠苑",Regular
Citybus,982X,"沙田 (愉翠苑)","灣仔",Regular
KMB,985,"美田(美致樓)","灣仔",Regular
KMB,985,"金鐘站(東)","美田",Regular
Citybus,985,"沙田 (美田邨)","銅鑼灣",Regular
KMB,985A,"美田(美致樓)","灣仔",Regular
Citybus,985A,"沙田 (美田邨)","銅鑼灣",Regular
KMB,985B,"田心村","灣仔",Regular
Citybus,985B,"田心村","銅鑼灣",Regular
Citybus,986,"沙田圍","西灣河",Regular
Citybus,987,"西灣河","火炭(駿洋邨)",Regular
Citybus,988,"柴灣 (東)","泥涌",Regular
Citybus,989,"火炭 (駿洋邨)","西灣河",Regular
Citybus,A10,"鴨脷洲 (利樂街)","機場 (經港珠澳大橋香港口岸)",Regular
Citybus,A11,"北角碼頭","機場 (經港珠澳大橋香港口岸)",Regular
Citybus,A12,"小西灣 (藍灣半島)","機場 (經港珠澳大橋香港口岸)",Regular
Citybus,A17,"深灣 (經海洋公園)","機場 (經港珠澳大橋香港口岸)",Regular
Citybus,A20,"紅磡站","機場",Regular
Citybus,A21,"紅磡站","機場 (經港珠澳大橋香港口岸)",Regular
Citybus,A22,"藍田站","機場 (經港珠澳大橋香港口岸)",Regular
Citybus,A23,"慈雲山 (北)","機場 (經港珠澳大橋香港口岸)",Regular
Citybus,A25,"啟德 (經尖沙咀)","機場 (經港珠澳大橋香港口岸)",Regular
Citybus,A25S,"啟德體育園","機場 (經港珠澳大橋香港口岸)",Regular
Citybus,A26,"油塘","機場 (經港珠澳大橋香港口岸)",Regular
Citybus,A28,"日出康城","機場 (經港珠澳大橋香港口岸)",Regular
Citybus,A29,"將軍澳 (寶琳)","機場 (經港珠澳大橋香港口岸)",Regular
KMB,A30,"梨木樹","機場(地面運輸中心)",Regular
KMB,A30,"梨木樹","機場(地面運輸中心)",Special Service
KMB,A30,"機場(地面運輸中心)","梨木樹",Regular
KMB,A30,"機場(地面運輸中心)","梨木樹",Special Service
KMB,A31,"荃灣(如心廣場)","機場(地面運輸中心)",Regular
KMB,A31,"荃灣(如心廣場)","機場(地面運輸中心)",Special Service
KMB,A31,"機場(地面運輸中心)","荃灣(如心廣場)",Regular
KMB,A31,"機場(地面運輸中心)","荃灣(如心廣場)",Special Service
KMB,A32,"葵涌邨","機場(地面運輸中心)",Regular
KMB,A32,"葵涌邨","機場(地面運輸中心)",Special Service
KMB,A32,"機場(地面運輸中心)","葵涌邨",Regular
KMB,A32,"機場(地面運輸中心)","葵涌邨",Special Service
KMB,A33,"屯門公路轉車站","機場(地面運輸中心)",Regular
KMB,A33,"屯門公路轉車站","機場(地面運輸中心)",Special Service
KMB,A33,"機場(地面運輸中心)","屯門公路轉車站",Regular
KMB,A33,"機場(地面運輸中心)","屯門公路轉車站",Special Service
KMB,A33X,"屯門(富泰邨)","機場(地面運輸中心)",Regular
KMB,A33X,"屯門(富泰邨)","機場(地面運輸中心)",Special Service
KMB,A33X,"屯門(富泰邨)","機場(地面運輸中心)",Special Service
KMB,A33X,"機場(地面運輸中心)","屯門(富泰邨)",Regular
KMB,A33X,"國泰城","屯門(富泰邨)",Special Service
KMB,A33X,"機場(地面運輸中心)","屯門(富泰邨)",Special Service
KMB,A34,"洪水橋(洪元路)","機場(地面運輸中心)",Regular
KMB,A34,"洪水橋(洪元路)","機場(地面運輸中心)",Special Service
KMB,A34,"機場(地面運輸中心)","洪水橋(洪元路)",Regular
KMB,A34,"機場(地面運輸中心)","洪水橋(洪元路)",Special Service
KMB,A36,"錦上路站","機場(地面運輸中心)",Regular
KMB,A36,"錦上路站","機場(地面運輸中心)",Special Service
KMB,A36,"錦上路站","機場(地面運輸中心)",Special Service
KMB,A36,"錦上路站","機場(地面運輸中心)",Special Service
KMB,A36,"機場(地面運輸中心)","錦上路站",Regular
KMB,A36,"機場(地面運輸中心)","錦上路站",Special Service
KMB,A36,"機場(地面運輸中心)","錦上路站",Special Service
KMB,A36,"機場(地面運輸中心)","錦上路站",Special Service
KMB,A37,"朗屏站","機場(地面運輸中心)",Regular
KMB,A37,"朗屏站","機場(地面運輸中心)",Special Service
KMB,A37,"機場(地面運輸中心)","朗屏站",Regular
KMB,A37,"機場(地面運輸中心)","朗屏站",Special Service
KMB,A38,"荃灣(荃威花園)","機場(地面運輸中心)",Regular
KMB,A38,"荃灣(荃威花園)","機場(地面運輸中心)",Special Service
KMB,A38,"機場(地面運輸中心)","荃灣(荃威花園)",Regular
KMB,A38,"機場(地面運輸中心)","荃灣(荃威花園)",Special Service
KMB,A41,"碩門邨","機場(地面運輸中心)",Regular
KMB,A41,"碩門邨","機場(地面運輸中心)",Special Service
KMB,A41,"碩門邨","機場(地面運輸中心)",Special Service
KMB,A41,"機場(地面運輸中心)","碩門邨",Regular
KMB,A41,"機場(地面運輸中心)","碩門邨",Special Service
KMB,A41,"機場(地面運輸中心)","碩門邨",Special Service
KMB,A41,"機場(地面運輸中心)","碩門邨",Special Service
KMB,A41P,"烏溪沙站","機場(地面運輸中心)",Regular
KMB,A41P,"烏溪沙站","機場(地面運輸中心)",Special Service
KMB,A41P,"機場(地面運輸中心)","烏溪沙站",Regular
KMB,A41P,"機場(地面運輸中心)","烏溪沙站",Special Service
KMB,A42,"黃泥頭","機場(地面運輸中心)",Regular
KMB,A42,"機場(地面運輸中心)","黃泥頭",Regular
KMB,A43,"粉嶺(聯和墟)","機場(地面運輸中心)",Regular
KMB,A43,"粉嶺(聯和墟)","機場(地面運輸中心)",Special Service
KMB,A43,"機場(地面運輸中心)","粉嶺(聯和墟)",Regular
KMB,A43P,"粉嶺(聯和墟)","機場(地面運輸中心)",Regular
KMB,A43P,"機場(地面運輸中心)","粉嶺(聯和墟)",Regular
KMB,A43P,"機場(地面運輸中心)","粉嶺(聯和墟)",Special Service
KMB,A46,"火炭(駿景園)","機場(地面運輸中心)",Regular
KMB,A46,"機場(地面運輸中心)","火炭(駿景園)",Regular
KMB,A47X,"大埔(太和)","機場(地面運輸中心)",Regular
KMB,A47X,"大埔(太和)","機場(地面運輸中心)",Special Service
KMB,A47X,"大埔(太和)","機場(地面運輸中心)",Special Service
KMB,A47X,"大埔(太和)","機場(地面運輸中心)",Special Service
KMB,A47X,"機場(地面運輸中心)","大埔(太和)",Regular
KMB,A47X,"機場(地面運輸中心)","大埔(太和)",Special Service
KMB,A47X,"機場(地面運輸中心)","大埔(太和)",Special Service
KMB,A47X,"機場(地面運輸中心)","大埔(太和)",Special Service
KMB,B1,"天慈","落馬洲站(福田)",Regular
KMB,B1,"媽橫路(山水樓)","落馬洲站(福田)",Special Service
KMB,B1,"落馬洲站(福田)","天慈",Regular
KMB,B1,"落馬洲站(福田)","媽橫路(山水樓)",Special Service
Citybus,B3,"屯門碼頭","深圳灣口岸",Regular
Citybus,B3A,"山景邨","深圳灣口岸",Regular
Citybus,B3M,"深圳灣口岸","屯門站",Regular
Citybus,B3X,"屯門市中心","深圳灣口岸",Regular
Citybus,B5,"港珠澳大橋香港口岸","欣澳站",Regular
Citybus,B7,"上水 (寶運路) (經粉嶺站)","香園圍口岸 (經粉嶺站)",Regular
Citybus,B7X,"上水站","香園圍口岸",Regular
Citybus,B8,"大圍站 (經大埔)","香園圍口岸 (經大埔)",Regular
KMB,B9,"屯門站","香園圍口岸(蓮塘)",Regular
KMB,B9,"元朗(朗日路)","香園圍口岸(蓮塘)",Special Service
KMB,B9,"屯門站","香園圍口岸(蓮塘)",Special Service
KMB,B9,"香園圍口岸(蓮塘)","屯門站",Regular
KMB,B9,"香園圍口岸(蓮塘)","元朗(形點)",Special Service
KMB,B9A,"元朗(西)","香園圍口岸(蓮塘)",Regular
KMB,B9A,"香園圍口岸(蓮塘)","元朗(西)",Regular
Citybus,E11,"天后站","航天城",Regular
Citybus,E11A,"天后站","航天城 (經東涌北)",Regular
Citybus,E11B,"天后站","東涌 (滿東邨)",Regular
Citybus,E11S,"東涌 (滿東邨)","天后站",Regular
Citybus,E21,"大角咀 (維港灣)","航天城",Regular
Citybus,E21A,"何文田 (愛民邨)","東涌 (逸東邨)",Regular
Citybus,E21B,"何文田 (愛民邨)","東涌 (逸東邨)",Regular
Citybus,E21C,"大角咀 (維港灣)","飛機維修區",Regular
Citybus,E21D,"大角咀 (維港灣)","航天城 (經:東涌北)",Regular
Citybus,E21X,"東涌 (滿東邨)","紅磡站",Regular
Citybus,E22,"藍田 (北)","航天城",Regular
Citybus,E22A,"將軍澳 (康盛花園)","航天城",Regular
Citybus,E22C,"調景嶺站","飛機維修區",Regular
Citybus,E22P,"油塘","航天城",Regular
Citybus,E22S,"東涌 (滿東邨)","將軍澳 (寶琳)",Regular
Citybus,E22X,"油塘","航天城",Regular
Citybus,E23,"慈雲山 (南)","機場 (地面運輸中心)",Regular
Citybus,E23A,"慈雲山 (南)","機場 (經東涌北)",Regular
KMB,E31,"荃灣(愉景新城)","東涌(逸東)",Regular
KMB,E31,"東涌(逸東)","荃灣(愉景新城)",Regular
KMB,E32,"葵芳(南)","航天城",Regular
KMB,E32,"葵芳(南)","航天城",Special Service
KMB,E32,"航天城","葵芳(南)",Regular
KMB,E32,"航天城","葵芳(南)",Special Service
KMB,E32A,"葵芳(南)","東涌發展碼頭",Regular
KMB,E32A,"東涌發展碼頭","葵芳(南)",Regular
KMB,E33,"屯門巿中心","機場(地面運輸中心)",Regular
KMB,E33,"機場(地面運輸中心)","屯門巿中心",Regular
KMB,E33P,"兆康站(南)","機場(地面運輸中心)",Regular
KMB,E33P,"寶怡花園","機場(地面運輸中心)",Special Service
KMB,E33P,"機場(地面運輸中心)","兆康站(南)",Regular
KMB,E36,"八鄉路","機場(地面運輸中心)",Regular
KMB,E36,"機場(地面運輸中心)","八鄉路",Regular
KMB,E36A,"元朗(德業街)","東涌(逸東)",Regular
KMB,E36A,"東涌(逸東)","元朗(德業街)",Regular
KMB,E36C,"元朗(德業街)","飛機維修區",Regular
KMB,E36C,"飛機維修區","元朗(德業街)",Regular
KMB,E36P,"上村","航天城",Regular
KMB,E36P,"航天城","上村",Regular
KMB,E36S,"元朗(媽橫路)","機場(地面運輸中心)",Regular
KMB,E36S,"機場(地面運輸中心)","元朗(媽橫路)",Regular
KMB,E37,"天水圍市中心","機場(地面運輸中心)",Regular
KMB,E37,"天水圍市中心","機場(地面運輸中心)",Special Service
KMB,E37,"天頌苑頌棋閣","機場(地面運輸中心)",Special Service
KMB,E37,"機場(地面運輸中心)","天水圍市中心",Regular
KMB,E37C,"天水圍市中心","飛機維修區",Regular
KMB,E37C,"屯門(紅橋)","飛機維修區",Special Service
KMB,E37C,"飛機維修區","天水圍市中心",Regular
KMB,E41,"大埔頭","航天城",Regular
KMB,E41,"航天城","大埔頭",Regular
KMB,E42,"博康","機場(地面運輸中心)",Regular
KMB,E42,"機場(地面運輸中心)","博康",Regular
KMB,E42C,"博康","飛機維修區",Regular
KMB,E42C,"飛機維修區","博康",Regular
KMB,E42P,"火炭(山尾街)","東涌(逸東)",Regular
KMB,E42P,"東涌(逸東)","火炭(山尾街)",Regular
KMB,E43,"粉嶺(華明)","東涌發展碼頭",Regular
KMB,E43,"東涌發展碼頭","粉嶺(華明)",Regular
Citybus,H1,"中環 (天星碼頭)","尖沙咀",Regular
Citybus,H1S,"中環 (天星碼頭)","西九文化區",Regular
Citybus,H2,"中環 (天星碼頭)","尖沙咀",Regular
Citybus,H2K,"中環(天星碼頭)","西九文化區",Regular
Citybus,H3,"香港摩天輪／中環碼頭 - 天星小輪","赤柱村／赤柱市集",Regular
Citybus,H4,"赤柱村／赤柱市集","香港摩天輪／中環碼頭 - 天星小輪",Regular
KMB,HK1,"尖沙咀碼頭","尖沙咀碼頭(循環線)",Regular
Citybus,N11,"中環 (港澳碼頭)","機場 (地面運輸中心)",Regular
KMB,N116,"北角","慈雲山(中)",Regular
KMB,N118,"長沙灣(深旺道)","小西灣(藍灣半島)",Regular
KMB,N118,"小西灣(藍灣半島)","長沙灣(深旺道)",Regular
Citybus,N118,"小西灣 (藍灣半島)","長沙灣 (深旺道)",Regular
KMB,N121,"中環(港澳碼頭)","牛頭角",Regular
KMB,N121,"牛頭角","中環(港澳碼頭)",Regular
Citybus,N121,"中環 (港澳碼頭)","牛頭角",Regular
KMB,N122,"美孚","筲箕灣",Regular
KMB,N122,"筲箕灣","美孚",Regular
Citybus,N122,"筲箕灣","美孚",Regular
KMB,N170,"沙田巿中心","華富(中)",Regular
KMB,N170,"華富(中)","沙田巿中心",Regular
Citybus,N170,"華富 (中)","沙田巿中心",Regular
KMB,N171,"荔枝角","鴨脷洲邨",Regular
KMB,N171,"鴨脷洲邨","荔枝角",Regular
Citybus,N171,"鴨脷洲邨","荔枝角",Regular
KMB,N182,"廣源","中環(港澳碼頭)",Regular
KMB,N182,"中環(港澳碼頭)","廣源",Regular
Citybus,N182,"中環 (港澳碼頭)","沙田 (廣源)",Regular
Citybus,N20,"大角咀 (維港灣)","啟德 (沐安街)",Regular
Citybus,N21,"尖沙咀 (天星碼頭)","機場 (地面運輸中心)",Regular
KMB,N213,"尖沙咀東(麼地道)","安泰(西)",Regular
KMB,N214,"油塘","美孚",Regular
KMB,N216,"油塘","紅磡站",Regular
KMB,N216,"紅磡站","油塘",Regular
Citybus,N21A,"尖沙咀 (天星碼頭)","機場 (經逸東邨)",Regular
Citybus,N23,"慈雲山 (北)","東涌站",Regular
KMB,N237,"美孚","葵盛(循環線)",Regular
KMB,N241,"紅磡站","青衣(長宏邨)",Regular
KMB,N241,"青衣(長宏邨)","紅磡站",Regular
KMB,N243,"青衣站","長青(循環線)",Regular
KMB,N252,"美孚","屯門(三聖邨)",Regular
Citybus,N26,"油塘","東涌站",Regular
KMB,N260,"屯門碼頭","美孚",Regular
KMB,N260,"美孚","屯門碼頭",Regular
KMB,N269,"天慈","美孚",Regular
KMB,N269,"美孚","天慈",Regular
KMB,N271,"大埔(富亨)","紅磡站",Regular
KMB,N271,"紅磡站","大埔(富亨)",Regular
KMB,N273,"彩園","上水(彩園)",Regular
KMB,N276,"天慈","新田運輸交匯處",Regular
KMB,N276,"新田運輸交匯處","天慈",Regular
KMB,N281,"錦英苑","紅磡站",Regular
KMB,N281,"紅磡站","錦英苑",Regular
KMB,N283,"尖沙咀東(麼地道)","黃泥頭",Regular
KMB,N287,"尖沙咀東(麼地道)","烏溪沙站",Regular
Citybus,N29,"將軍澳 (康盛花園)","東涌站",Regular
KMB,N290,"荃灣西站","康城站",Regular
KMB,N290,"康城站","荃灣西站",Regular
KMB,N293,"尚德","旺角(柏景灣)",Regular
KMB,N293,"旺角(柏景灣)","尚德",Regular
KMB,N30,"元朗站","機場(暢達路)",Regular
KMB,N30,"機場(暢達路)","元朗站",Regular
KMB,N307,"太和","上環",Regular
KMB,N307,"中環(港澳碼頭)","太和",Regular
Citybus,N307,"上環","太和",Regular
KMB,N31,"荃灣(愉景新城)","機場(地面運輸中心)",Regular
KMB,N31,"機場(地面運輸中心)","荃灣(愉景新城)",Regular
KMB,N36,"荃灣站","梨木樹(循環線)",Regular
KMB,N368,"元朗(西)","中環(港澳碼頭)",Regular
KMB,N368,"中環(港澳碼頭)","元朗(西)",Regular
KMB,N368,"中環(港澳碼頭)","元朗(西)",Special Service
KMB,N373,"粉嶺(聯和墟)","中環(港澳碼頭)",Regular
KMB,N373,"中環(港澳碼頭)","粉嶺(聯和墟)",Regular
KMB,N39,"荃灣站","荃威花園(循環線)",Regular
KMB,N3D,"觀塘(裕民坊)","慈雲山(中)",Regular
KMB,N3D,"慈雲山(中)","觀塘(裕民坊)",Regular
KMB,N41X,"紅磡站","青衣(長宏邨)",Regular
KMB,N42,"耀安","東涌站",Regular
KMB,N42,"東涌站","耀安",Regular
KMB,N42A,"粉嶺(聯和墟)","東涌站",Regular
KMB,N42A,"東涌站","粉嶺(聯和墟)",Regular
KMB,N43,"荃灣站","青衣(長宏邨)",Regular
KMB,N48,"愉翠苑","荃灣(灣景花園)",Regular
KMB,N48,"荃灣(灣景花園)","愉翠苑",Regular
Citybus,N50,"屯門 (菁田及和田)","尖沙咀 (九龍站)",Regular
KMB,N601,"金鐘站(東)","寶達",Regular
KMB,N619,"順利","中環(港澳碼頭)",Regular
KMB,N619,"中環(港澳碼頭)","順利",Regular
Citybus,N619,"中環 (港澳碼頭)","順利邨",Regular
KMB,N64,"機場(地面運輸中心)","東涌(逸東)",Regular
KMB,N680,"錦英苑","中環(港澳碼頭)",Regular
KMB,N680,"中環(港澳碼頭)","錦英苑",Regular
Citybus,N680,"中環 (港澳碼頭)","馬鞍山 (錦英苑)",Regular
KMB,N691,"調景嶺","中環(港澳碼頭)",Regular
KMB,N691,"中環(港澳碼頭)","調景嶺",Regular
Citybus,N691,"中環 (港澳碼頭)","調景嶺 (景嶺路)",Regular
Citybus,N72,"華貴邨","鰂魚涌 (海澤街)",Regular
KMB,N73,"沙田巿中心","落馬洲",Regular
KMB,N73,"落馬洲","沙田巿中心",Regular
KMB,N78,"上水","沙頭角",Regular
KMB,N78,"沙頭角","上水",Regular
Citybus,N796,"日出康城","旺角 (經尖沙咀)",Regular
Citybus,N8,"杏花邨 (城巴創富道車廠)","鰂魚涌",Regular
Citybus,N8P,"小西灣 (藍灣半島)","灣仔 (港灣道)",Regular
Citybus,N8X,"小西灣 (藍灣半島)","堅尼地城",Regular
Citybus,N90,"海怡半島","中環 (港澳碼頭)",Regular
Citybus,N930,"荃灣 (愉景新城)","銅鑼灣 (摩頓台)",Regular
Citybus,N952,"屯門 (置樂花園)","銅鑼灣 (摩頓台)",Regular
KMB,N960,"屯門(建生邨)","會展站",Regular
KMB,N960,"會展站","屯門(建生邨)",Regular
Citybus,N962,"屯門 (龍門居)","銅鑼灣 (摩頓台)",Regular
Citybus,N969,"天水圍市中心","銅鑼灣 (摩頓台)",Regular
Citybus,NA10,"鴨脷洲 (利樂街)","機場 / 港珠澳大橋香港口岸",Regular
Citybus,NA11,"北角碼頭","機場 / 港珠澳大橋香港口岸",Regular
Citybus,NA12,"杏花邨","機場 / 港珠澳大橋香港口岸",Regular
Citybus,NA20,"黃埔花園","機場 / 港珠澳大橋香港口岸",Regular
Citybus,NA21,"機場 / 港珠澳大橋香港口岸","大角咀 (海輝道)",Regular
Citybus,NA29,"將軍澳 (寶琳)","機場 / 港珠澳大橋香港口岸",Regular
KMB,NA30,"梨木樹","港珠澳大橋香港口岸",Regular
KMB,NA30,"港珠澳大橋香港口岸","梨木樹",Regular
KMB,NA31,"荃灣(如心廣場)","港珠澳大橋香港口岸",Regular
KMB,NA31,"港珠澳大橋香港口岸","荃灣(如心廣場)",Regular
KMB,NA32,"葵涌邨","港珠澳大橋香港口岸",Regular
KMB,NA32,"港珠澳大橋香港口岸","葵涌邨",Regular
KMB,NA33,"國泰城","屯門(富泰邨)",Regular
KMB,NA33,"屯門(富泰邨)","國泰城",Regular
KMB,NA36,"國泰城","錦上路站",Regular
KMB,NA36,"錦上路站","國泰城",Regular
KMB,NA37,"天水圍市中心","國泰城",Regular
KMB,NA37,"國泰城","天水圍市中心",Regular
KMB,NA40,"烏溪沙站","港珠澳大橋香港口岸",Regular
KMB,NA40,"港珠澳大橋香港口岸","烏溪沙站",Regular
KMB,NA41,"水泉澳","港珠澳大橋香港口岸",Regular
KMB,NA41,"港珠澳大橋香港口岸","水泉澳",Regular
KMB,NA43,"粉嶺(聯和墟)","港珠澳大橋香港口岸",Regular
KMB,NA43,"港珠澳大橋香港口岸","粉嶺(聯和墟)",Regular
KMB,NA47,"大埔(太和)","港珠澳大橋香港口岸",Regular
KMB,NA47,"港珠澳大橋香港口岸","大埔(太和)",Regular
Citybus,NP1,"機場／昂坪360 - 東涌纜車站","香港迪士尼樂園",Regular
Citybus,NP2,"昂坪360 - 東涌纜車站","香港迪士尼樂園",Regular
Citybus,NP3,"昂坪360 - 東涌纜車站","飛機維修區",Regular
Citybus,NP4,"昂坪360 - 東涌纜車站","機場 (客運大樓)",Regular
Citybus,NP5,"昂坪360 - 東涌纜車站","香港迪士尼樂園酒店",Regular
KMB,P960,"兆康站(北)","會展站",Regular
KMB,P960,"會展站","兆康站(北)",Regular
KMB,P968,"元朗(西)","銅鑼灣(天后)",Regular
KMB,P968,"朗屏站","銅鑼灣(天后)",Special Service
KMB,P968,"銅鑼灣(天后)","元朗(西)",Regular
KMB,PB1A,"大埔超級城(太和路)","西沙 GO PARK  (由大埔出發 循環行走)",Regular
KMB,PB1B,"調景嶺","西沙 GO PARK",Regular
KMB,PB2A,"中環海濱","西九文化區",Regular
KMB,PB2B,"石門站","西九龍文化區 (由沙田出發 循環行走)",Regular
KMB,PB3A,"啟德","北角匯",Regular
KMB,PB3B,"荃灣","北角(由荃灣出發 循環行走)",Regular
KMB,PBD1,"將軍澳","愉景廣場",Regular
KMB,PBD1,"愉景廣場","將軍澳",Regular
KMB,PBD2,"屯門站 (V CITY)","愉景廣場",Regular
KMB,PBD2,"愉景廣場","屯門站 (V CITY)",Regular
KMB,PBS1,"荃灣","馬灣(由荃灣出發 循環行走)",Regular
KMB,PBS2,"中環","馬灣 (由中環出發 循環行走)",Regular
Citybus,R11,"迪士尼樂園","北角碼頭",Regular
KMB,R230,"荃灣(荃威花園)","尖沙咀東(麼地道)",Regular
KMB,R241,"青衣(長宏邨)","尖沙咀東(麼地道)",Regular
KMB,R33,"迪士尼樂園","屯門站",Regular
KMB,R33,"迪士尼樂園","屯門站",Special Service
KMB,R33,"屯門站","迪士尼樂園",Regular
KMB,R33,"屯門站","迪士尼樂園",Special Service
KMB,R42,"迪士尼樂園","大圍站",Regular
KMB,R42,"大圍站","迪士尼樂園",Regular
KMB,R78,"粉嶺站","新圍軍營(循環線)",Regular
KMB,R8,"迪士尼樂園","青嶼幹線轉車站(循環線)",Regular
KMB,R8,"迪士尼樂園","青嶼幹線轉車站(循環線)",Special Service
Citybus,R8,"迪士尼樂園","青嶼幹線巴士轉乘站",Regular
KMB,R934,"荃灣(灣景花園)","銅鑼灣(維多利亞公園)",Regular
KMB,R936,"荃灣(石圍角)","銅鑼灣(維多利亞公園)",Regular
KMB,R948,"青衣(長宏邨)","銅鑼灣(維多利亞公園)",Regular
KMB,S1,"東涌站","機場(循環線)",Regular
Citybus,S1,"東涌站","機場 (一號客運大樓／博覽館)",Regular
Citybus,S52,"東涌 (逸東邨)","飛機維修區",Regular
Citybus,S52A,"裕雅苑","飛機維修區",Regular
Citybus,S52P,"東涌 (逸東邨)","駿坪路 (亞洲空運中心)",Regular
Citybus,S56,"東涌站","機場 (一號客運大樓)",Regular
KMB,S64,"東涌(逸東)","機場(循環線)",Regular
KMB,S64C,"東涌(逸東)","航膳東路(循環線)",Regular
KMB,S64C,"超級一號貨站","東涌(逸東)",Special Service
KMB,S64P,"迎東邨","機場(貨運及航膳區)",Regular
KMB,S64P,"迎東邨","機場(貨運及航膳區)",Special Service
KMB,S64X,"東涌(滿東)","機場(循環線)",Regular
